6,7.3872e+05,1,1,1,4,3,3,88,270,-99,-99,-99,-10000,0
6,7.3872e+05,1,1,2,4,2,2,64,270,67,1,5350.1,0,0
6,7.3872e+05,1,1,3,3,3,3,88,270,67,1,3101,0,0
6,7.3872e+05,1,1,4,3,4,4,135,90,78,1,1807.1,192.93,192.93
6,7.3872e+05,1,1,5,3,2,2,64,90,78,1,2877.9,0,192.93
6,7.3872e+05,1,1,6,3,1,1,11,270,67,1,1649.1,350.95,543.88
6,7.3872e+05,1,1,7,4,4,4,135,90,78,1,3277.6,0,543.88
6,7.3872e+05,1,1,8,1,1,1,26,90,78,1,1688.8,3112,3655.9
6,7.3872e+05,1,1,9,2,4,4,134,270,67,1,3787.7,0,3655.9
6,7.3872e+05,1,1,10,2,2,2,65,90,78,1,5635,0,3655.9
6,7.3872e+05,1,1,11,4,1,1,11,90,78,1,1366.8,633.18,4289
6,7.3872e+05,1,1,12,2,3,3,80,270,67,1,4727.2,0,4289
6,7.3872e+05,1,1,13,1,2,2,65,270,67,1,2328,0,4289
6,7.3872e+05,1,1,14,1,3,3,80,90,78,1,793.32,12067,16356
6,7.3872e+05,1,1,15,1,4,4,134,270,67,1,2183.8,0,16356
6,7.3872e+05,1,1,16,2,1,1,26,90,78,1,3237.7,0,16356
6,7.3872e+05,1,2,1,2,6,2,65,90,78,1,2946.8,0,16356
6,7.3872e+05,1,2,2,4,7,3,88,90,78,1,1395.1,604.9,16961
6,7.3872e+05,1,2,3,1,8,4,134,270,67,1,1993.5,64.64,17025
6,7.3872e+05,1,2,4,4,6,2,64,90,78,1,2872.4,0,17025
6,7.3872e+05,1,2,5,4,5,1,11,270,67,1,3452.3,0,17025
6,7.3872e+05,1,2,6,4,8,4,135,270,67,1,1264.4,735.59,17761
6,7.3872e+05,1,2,7,3,6,2,64,90,78,1,1772.6,227.44,17988
6,7.3872e+05,1,2,8,2,5,1,26,270,-99,-99,-99,-10000,7988.4
6,7.3872e+05,1,2,9,1,6,2,65,270,67,1,2193.8,0,7988.4
6,7.3872e+05,1,2,10,1,7,3,80,270,67,1,1000.5,9995.2,17984
6,7.3872e+05,1,2,11,1,5,1,26,270,67,1,2735.1,0,17984
6,7.3872e+05,1,2,12,2,7,3,80,90,78,1,1310.5,6895.1,24879
6,7.3872e+05,1,2,13,3,8,4,135,90,78,1,2119.1,0,24879
6,7.3872e+05,1,2,14,3,5,1,11,270,67,1,2431.6,0,24879
6,7.3872e+05,1,2,15,2,8,4,134,90,78,1,2109.2,0,24879
6,7.3872e+05,1,2,16,3,7,3,88,90,67,0,3823,-10000,14879
6,7.3872e+05,1,3,1,3,10,2,64,270,67,1,5972.6,0,14879
6,7.3872e+05,1,3,2,3,11,3,88,90,78,1,2948.3,0,14879
6,7.3872e+05,1,3,3,3,12,4,135,90,78,1,1996.6,3.4425,14882
6,7.3872e+05,1,3,4,4,9,1,11,270,67,1,2603.2,0,14882
6,7.3872e+05,1,3,5,4,10,2,64,270,67,1,4801.6,0,14882
6,7.3872e+05,1,3,6,2,12,4,134,90,78,1,2542.5,0,14882
6,7.3872e+05,1,3,7,1,11,3,80,270,67,1,4469.3,0,14882
6,7.3872e+05,1,3,8,1,10,2,65,270,67,1,1441.3,5586.9,20469
6,7.3872e+05,1,3,9,4,11,3,88,90,78,1,1830.6,169.38,20638
6,7.3872e+05,1,3,10,4,12,4,135,270,67,1,3931.5,0,20638
6,7.3872e+05,1,3,11,3,9,1,11,90,78,1,4556.8,0,20638
6,7.3872e+05,1,3,12,2,11,3,80,90,78,1,804.76,11952,32591
6,7.3872e+05,1,3,13,2,9,1,26,270,67,1,2370.4,0,32591
6,7.3872e+05,1,3,14,1,12,4,134,90,78,1,1690.3,3097.4,35688
6,7.3872e+05,1,3,15,2,10,2,65,270,67,1,1701.1,2989.4,38678
6,7.3872e+05,1,3,16,1,9,1,26,90,78,1,2527.7,0,38678
6,7.3872e+05,1,4,1,1,16,4,134,90,78,1,1360.8,6391.6,45069
6,7.3872e+05,1,4,2,3,13,1,11,270,67,1,2863.8,0,45069
6,7.3872e+05,1,4,3,1,14,2,65,90,78,1,2179.2,0,45069
6,7.3872e+05,1,4,4,2,15,3,80,270,67,1,1506.4,4935.8,50005
6,7.3872e+05,1,4,5,3,14,2,64,270,67,1,2277.4,0,50005
6,7.3872e+05,1,4,6,3,15,3,88,270,67,1,848.49,1151.5,51157
6,7.3872e+05,1,4,7,4,14,2,64,270,67,1,1308.9,691.12,51848
6,7.3872e+05,1,4,8,2,16,4,134,270,78,0,4582.4,-10000,41848
6,7.3872e+05,1,4,9,1,13,1,26,90,78,1,2172.9,0,41848
6,7.3872e+05,1,4,10,1,15,3,80,90,78,1,2748.2,0,41848
6,7.3872e+05,1,4,11,2,14,2,65,90,78,1,1244.7,7553.1,49401
6,7.3872e+05,1,4,12,3,16,4,135,90,78,1,944.36,1055.6,50456
6,7.3872e+05,1,4,13,2,13,1,26,270,67,1,3737.8,0,50456
6,7.3872e+05,1,4,14,4,16,4,135,90,78,1,1026.4,973.62,51430
6,7.3872e+05,1,4,15,4,15,3,88,90,78,1,920.65,1079.3,52509
6,7.3872e+05,1,4,16,4,13,1,11,270,67,1,1522.7,477.28,52987
6,7.3872e+05,1,5,1,1,19,3,80,270,67,1,932.52,10675,63662
6,7.3872e+05,1,5,2,4,18,2,64,270,67,1,1092.4,907.57,64569
6,7.3872e+05,1,5,3,3,17,1,11,90,78,1,1615.9,384.1,64953
6,7.3872e+05,1,5,4,2,20,4,134,270,67,1,1589.9,4100.7,69054
6,7.3872e+05,1,5,5,4,17,1,11,270,67,1,1964.7,35.282,69089
6,7.3872e+05,1,5,6,3,19,3,88,90,78,1,1892.6,107.45,69197
6,7.3872e+05,1,5,7,3,20,4,135,270,67,1,1224.3,775.75,69972
6,7.3872e+05,1,5,8,2,17,1,26,270,67,1,1854.3,1456.5,71429
6,7.3872e+05,1,5,9,2,18,2,65,90,78,1,1256.9,7430.8,78860
